order_id,customer_name,email,phone,product,category,quantity,price,order_date,status,country
1365,mary davis,mary.davis@gmail.com,,Mouse,ELECTRONICS,1.0,$908.74,2024/03/14,PENDING,UK
1173,Mary Johnson,mary.johnson@outlook.com,,Laptop,AUDIO,3.0,£1347.69,2024-05-17,returned,France
1074,WILLIAM JONES,william.jones@gmail.com,(656) 488-7464,Headphones,Computing,1.0,522.81,11-02-2024,Cancelled,UK
1293,Robert Davis,robert.davis@gmail.com,(703) 531-1797,Monitor,accessories,1.0,£187.88,11/03/2023,cancelled,Canada
1105,,jennifer.johnson@gmail.com,(944) 316-9105,Mouse,COMPUTING,8.0,£1279.37,29/11/2024,Delivered,France
1250,ROBERT JONES,robert.jones@gmail.com,460-943-3354,Headphones,MOBILE,3.0,$620.93,2023-04-15,SHIPPED,UK
1422,Barbara Smith,barbara.smith@yahoo.com,4289565333,Charger,Audio,1.0,£702.33,2024/05/06,shipped,USA
1017,JOHN MOORE,john.moore@yahoo.com,1004115700,Tablet, Mobile,3.0,$665.47,07 Jun 2024,SHIPPED,USA
1364,linda williams,linda.williams@gmail.com,373-742-9906,Laptop,Electronics,1.0,769.76,26/05/2023,Shipped,UK
1092,MARY JOHNSON,mary.johnson@gmail.com,N/A,Mouse,Computing,1.0,1414.73,,Delivered,USA
1089,linda moore,linda.moore@outlook.com,800-947-2320,Phone,Audio ,16.0,716.63,25/06/2023,cancelled,Germany
1498,James  Garcia,james.garcia@yahoo.com,N/A,Laptop, Accessories,1.0,£947.63,04-12-2023,Cancelled,France
1141,linda williams,linda.williams@outlook.com,109-408-7895,Webcam, Computing,3.0,1246.83,2024/06/07,delivered,USA
1195,Mary Johnson,mary.johnson@gmail.com,251-989-5713,Mouse,ELECTRONICS,3.0,$39.01,2024-07-04,SHIPPED,Canada
1206,michael williams,michael.williams@outlook.com,N/A,Speaker,Computing,2.0,487.62,11 Mar 2023,Returned,Germany
1103,Barbara  Garcia,barbara.garcia@gmail.com,903-311-4390,Speaker, Computing,12.0,£810.46,10-27-2023,returned,Canada
1239,Linda  Williams,linda.williams@gmail.com,479-741-8607,Phone,AUDIO,1.0,£448.4,2024/09/19,Returned,
1421,WILLIAM MILLER,william.miller@outlook.com,(686) 836-9501,Headphones,Audio ,,£1362.03,11-29-2024,Delivered,Canada
1175,Michael  Jones,michael.jones@gmail.com,689-802-4744,Monitor, Accessories,3.0,$298.11,29/04/2024,shipped,France
1171,JENNIFER JOHNSON,jennifer.johnson@outlook.com,N/A,Speaker,audio,3.0,1023.98,08/05/2024,Pending,France
1379,Michael  Garcia,michael.garcia@gmail.com,,Speaker,ACCESSORIES,1.0,230.01,01 Jun 2023,Pending,France
1158,william williams,william.williams@gmail.com,954-358-4183,Headphones,Mobile,18.0,114.35,14/09/2023,SHIPPED,Canada
1334,BARBARA SMITH,barbara.smith@yahoo.com,1035677583,Laptop,Mobile,,$1426.84,13 Jan 2024,RETURNED,France
1071,barbara wilson,barbara.wilson@yahoo.com,,Monitor,MOBILE,20.0,£800.85,01/05/2024,,USA
1134,JENNIFER DAVIS,jennifer.davis@gmail.com,,Phone, Electronics,15.0,£972.78,02/11/2023,Cancelled,Germany
1250,ROBERT JONES,robert.jones@gmail.com,460-943-3354,Headphones,MOBILE,3.0,$620.93,2023-04-15,SHIPPED,UK
1320,JOHN JONES,john.jones@outlook.com,N/A,Tablet,Mobile,1.0,£1134.32,24 Feb 2024,shipped,UK
1104,john williams,john.williams@gmail.com,N/A,Headphones,MOBILE,3.0,680.73,2024/02/17,PENDING,Germany
1395,Patricia Johnson,N/A,N/A,Keyboard,Audio,1.0,£1221.92,16 Nov 2023,SHIPPED,USA
1019,LINDA WILSON,linda.wilson@yahoo.com,,Charger,Accessories ,2.0,£1128.91,17 Jun 2024,shipped,France
1151,patricia jones,patricia.jones@yahoo.com,(249) 959-2016,Keyboard,Mobile,3.0,$158.21,2024/10/24,Cancelled,Canada
1355,linda johnson,linda.johnson@gmail.com,7057443436,Phone,Accessories ,2.0,$1485.65,12/03/2024,Returned,USA
1368,JAMES GARCIA,james.garcia@gmail.com,2479557898,Keyboard,Accessories,1.0,$1443.27,22/01/2024,,USA
1264,Michael Miller,michael.miller@gmail.com,(239) 129-5233,Webcam,Accessories,1.0,87.71,2023/11/18,Pending,France
1303,JAMES WILSON,james.wilson@outlook.com,564-102-7997,Mouse,Audio ,1.0,1021.86,05-22-2024,Returned,UK
1435,jennifer miller,jennifer.miller@yahoo.com,9846007750,Laptop,COMPUTING,1.0,1335.27,2023/03/04,pending,Germany
1035,Barbara Miller,barbara.miller@yahoo.com,(979) 646-7226,Charger,Mobile,1.0,,21/08/2023,Cancelled,USA
1182,Robert  Moore,robert.moore@gmail.com,255-150-9764,Headphones,ELECTRONICS,1.0,1074.22,27/08/2023,Shipped,
1185,,barbara.williams@gmail.com,611-193-6544,Laptop,computing,1.0,£734.33,,CANCELLED,UK
1208,Mary  Smith,mary.smith@outlook.com,,Tablet,Audio,2.0,,2023-01-12,pending,USA
1095,Patricia  Garcia,patricia.garcia@yahoo.com,,Keyboard, Mobile,9.0,45.24,03 Aug 2023,PENDING,USA
1393,James Brown,james.brown@gmail.com,4309828138,Headphones,electronics,15.0,1484.4,23/09/2023,Delivered,Germany
1347,robert williams,robert.williamsyahoo.com,327-487-2720,Headphones,MOBILE,1.0,£795.8,07-18-2024,Returned,USA
1123,jennifer brown,jennifer.brown@yahoo.com,8054013086,Laptop,Mobile ,1.0,$905.57,2024/10/16,delivered,UK
1354,Jennifer Wilson,jennifer.wilson@outlook.com,N/A,Speaker,Electronics ,2.0,426.92,2024-03-15,Returned,Canada
1079,Barbara  Johnson,barbara.johnson@outlook.com,179-677-2838,Webcam,mobile,1.0,495.54,2023-04-30,returned,USA
1062,,michael.williams@yahoo.com,,Tablet,Computing,3.0,$548.15,2023-02-01,RETURNED,France
1496,William Johnson,william.johnson@outlook.com,7139856940,Charger,Audio ,1.0,,10-10-2023,returned,France
1126,ROBERT JONES,robert.jones@gmail.com,5026859043,Laptop,Computing,1.0,445.35,24/07/2023,Delivered,UK
1455,JOHN WILLIAMS,john.williams@gmail.com,(416) 911-3317,Charger,audio,1.0,$989.62,06-26-2023,Pending,UK
1331,Robert  Jones,robert.jones@outlook.com,521-870-2456,Speaker,computing,1.0,1395.38,12/11/2023,shipped,USA
1306,James  Davis,james.davis@yahoo.com,(735) 734-2659,Laptop, Audio,14.0,292.76,2023/01/13,DELIVERED,UK
1466,Michael  Davis,michael.davis@yahoo.com,N/A,Monitor,,3.0,986.0,2024/01/28,cancelled,France
1467,MICHAEL SMITH,michael.smith@outlook.com,682-740-8731,Mouse, Electronics,16.0,$769.45,15 Jun 2023,PENDING,UK
1439,Barbara  Davis,barbara.davis@yahoo.com,N/A,Monitor, Mobile,,30.73,02-08-2024,RETURNED,USA
1025,JENNIFER JONES,,N/A,Webcam,Accessories ,3.0,1190.43,2023-10-29,CANCELLED,UK
1343,,,N/A,Webcam, Mobile,1.0,,01/08/2023,SHIPPED,UK
1372,Patricia Jones,patricia.jones@outlook.com,677-909-8926,Laptop,Computing,1.0,£1470.91,2024/02/12,shipped,France
1313,,john.johnson@yahoo.com,N/A,Webcam,MOBILE,3.0,703.99,12 Jan 2024,pending,France
1127,Robert  Johnson,robert.johnson@gmail.com,N/A,Laptop,Computing ,2.0,£343.23,31/07/2024,SHIPPED,USA
1481,James Williams,james.williams@outlook.com,505-925-8968,Webcam, Electronics,1.0,850.74,05-31-2024,returned,Germany
1301,LINDA JOHNSON,linda.johnson@yahoo.com,466-496-3903,Phone,AUDIO,3.0,19.0,10-15-2023,,Canada
1179,PATRICIA BROWN,patricia.brown@yahoo.com,234-639-3795,Laptop,COMPUTING,3.0,£1462.6,15 Jul 2024,SHIPPED,Canada
1462,barbara davis,barbara.davis@yahoo.com,(805) 896-4042,Webcam, Electronics,1.0,£1018.92,06 Jan 2023,Shipped,France
1407,william smith,william.smith@outlook.com,8586073234,Headphones,COMPUTING,3.0,$937.38,,Delivered,Canada
1224,MICHAEL DAVIS,michael.davis@yahoo.com,N/A,Tablet,AUDIO,,1306.07,23 Oct 2023,CANCELLED,Germany
1478,JAMES MILLER,james.miller@outlook.com,567-885-5492,Keyboard,ACCESSORIES,2.0,40.4,01-27-2024,RETURNED,UK
1094,linda moore,linda.moore@yahoo.com,(411) 106-7483,Speaker,AUDIO,2.0,$648.77,11-04-2023,RETURNED,UK
1070,JENNIFER WILSON,jennifer.wilson@gmail.com,,Speaker,electronics,,£562.93,07-25-2024,Shipped,Canada
1037,Barbara  Jones,barbara.jones@outlook.com,N/A,Charger,electronics,16.0,,30/10/2023,cancelled,USA
1161,William Wilson,william.wilson@yahoo.com,,Headphones,mobile,1.0,$272.82,05-10-2024,Delivered,France
1012,MARY BROWN,mary.brown@yahoo.com,,Webcam, Electronics,1.0,$1408.7,28/09/2023,DELIVERED,Canada
1145,barbara moore,barbara.moore@outlook.com,N/A,Keyboard,AUDIO,1.0,1259.35,2023-01-12,returned,France
1376,James Brown,james.brown@gmail.com,,Tablet,electronics,3.0,£1005.38,22 Apr 2024,returned,USA
1128,William  Miller,william.miller@outlook.com,N/A,Laptop, Mobile,20.0,$1017.91,04 May 2023,Shipped,UK
1304,James  Brown,james.brown@gmail.com,(301) 268-6394,Phone,Electronics,3.0,£1213.05,2023-09-14,delivered,UK
1010,linda williams,linda.williams@yahoo.com,159-693-9883,Mouse,Electronics,19.0,$1379.48,2023/02/28,Delivered,USA
1398,mary jones,mary.jones@outlook.com,514-501-7437,Keyboard,Computing ,1.0,£1179.66,10-14-2024,returned,USA
1177,Jennifer  Garcia,jennifer.garcia@outlook.com,N/A,Headphones,ACCESSORIES,17.0,859.6,2023-03-23,Pending,Germany
1232,Michael Garcia,michael.garcia@outlook.com,240-429-4493,Speaker,ACCESSORIES,1.0,414.47,06-22-2023,Returned,France
1211,James Brown,james.brown@yahoo.com,9185949192,Keyboard,Computing ,2.0,,2023/04/11,Shipped,USA
1129,BARBARA JONES,barbara.jones@outlook.com,,Tablet,MOBILE,12.0,689.94,2024/09/30,returned,USA
1144,john johnson,john.johnson@outlook.com,N/A,Speaker, Audio,,£918.93,18/09/2024,shipped,France
1242,JOHN DAVIS,john.davis@yahoo.com,7601215776,Phone,electronics,2.0,£620.48,11-02-2024,CANCELLED,Canada
1008,John  Moore,john.moore@gmail.com,926-516-4119,Phone,AUDIO,3.0,703.2,20/11/2024,delivered,Germany
1299,ROBERT MILLER,robert.miller@outlook.com,960-622-5609,Headphones, Mobile,2.0,139.12,2023/05/24,pending,UK
1311,Jennifer  Garcia,jennifer.garcia@outlook.com,,Monitor,ACCESSORIES,1.0,£946.04,2023/05/10,returned,UK
1255,Michael  Jones,michael.jones@gmail.com,(961) 921-8793,Headphones,Electronics ,3.0,659.9,2023-05-03,cancelled,Canada
1427,,barbara.williams@yahoo.com,(781) 241-5264,Mouse,Computing,3.0,$634.43,12 Aug 2024,Shipped,France
1458,John Miller,john.miller@yahoo.com,N/A,Laptop,ACCESSORIES,8.0,762.92,12 Jan 2023,cancelled,USA
1009,Mary Davis,mary.davis@gmail.com,653-956-1241,Keyboard,Accessories ,3.0,324.55,2023-03-02,Cancelled,France
1157,linda williams,linda.williams@gmail.com,(915) 916-9941,Headphones,COMPUTING,4.0,$1312.78,07/05/2023,DELIVERED,Canada
1028,barbara moore,barbara.moore@outlook.com,(553) 404-8025,Speaker,Mobile,1.0,£940.14,07/11/2024,,UK
1267,Michael  Smith,michael.smith@yahoo.com,(942) 874-4857,Keyboard,Accessories ,3.0,£1185.03,24 Mar 2023,CANCELLED,France
1315,Barbara  Smith,barbara.smith@outlook.com,8792527512,Keyboard,Accessories ,11.0,882.57,04-17-2024,,UK
1065,John Moore,john.moore@gmail.com,,Tablet, Audio,1.0,1458.71,05 Apr 2024,returned,UK
1256,michael johnson,michael.johnson@yahoo.com,N/A,Mouse, Audio,3.0,$769.56,10/04/2024,delivered,France
1290,JAMES GARCIA,james.garcia@outlook.com,N/A,Monitor,Mobile,2.0,$1474.51,12-25-2023,PENDING,Canada
1154,Barbara  Wilson,barbara.wilson@outlook.com,(764) 109-2879,Charger,,1.0,£1025.41,26/01/2024,cancelled,Canada
1049,james smith,james.smith@yahoo.com,(885) 240-5186,Mouse,Electronics,,,2024-06-29,RETURNED,Germany
1209,barbara smith,barbara.smith@gmail.com,N/A,Laptop,Accessories ,3.0,,18 Apr 2024,DELIVERED,Germany
1288,Michael  Williams,michael.williams@gmail.com,,Laptop,MOBILE,3.0,£1329.25,11-18-2023,delivered,Canada
1002,Patricia Garcia,patricia.garcia@gmail.com,,Monitor,,3.0,£122.81,2024/10/05,PENDING,UK
1270,John  Smith,john.smith@outlook.com,(366) 252-2459,Headphones,Mobile,4.0,655.56,20 Nov 2024,Delivered,UK
1266,Mary  Garcia,mary.garcia@yahoo.com,(384) 903-3374,Charger,COMPUTING,4.0,57.04,2024-11-18,PENDING,France
1294,John  Wilson,john.wilson@yahoo.com,252-987-6328,Speaker,Mobile ,1.0,£1350.87,07/07/2024,CANCELLED,Germany
1356,James  Wilson,N/A,(375) 472-5596,Tablet,ACCESSORIES,1.0,66.13,11-07-2024,shipped,France
1096,Michael Miller,michael.miller@yahoo.com,,Webcam, Audio,2.0,1053.94,2023-04-22,Pending,Canada
1493,John  Wilson,john.wilson@gmail.com,,Tablet,Audio ,1.0,£1083.71,01/01/2023,PENDING,Canada
1043,Barbara Garcia,barbara.garcia@gmail.com,,Phone,Electronics ,2.0,772.29,2024/04/07,,USA
1338,Patricia  Miller,patricia.miller@yahoo.com,,Speaker,mobile,3.0,18.74,2023-11-20,Pending,
1117,Robert Moore,robert.moore@gmail.com,4352512494,Mouse, Audio,2.0,$393.95,,CANCELLED,Canada
1046,MARY MILLER,mary.miller@outlook.com,(533) 988-1842,Speaker,COMPUTING,7.0,$763.58,03 Nov 2024,Shipped,Germany
1162,Linda Smith,linda.smith@outlook.com,(820) 633-5480,Speaker, Mobile,3.0,£982.24,24/08/2024,returned,France
1410,WILLIAM BROWN,william.brown@outlook.com,6251643858,Mouse,MOBILE,1.0,£421.12,08/02/2024,cancelled,France
1118,John  Brown,john.brown@yahoo.com,760-186-5240,Laptop,electronics,1.0,£142.51,06/05/2023,Cancelled,UK
1289,Linda  Garcia,linda.garcia@gmail.com,(186) 137-9805,Tablet, Accessories,1.0,£143.77,06-17-2024,Shipped,USA
1078,robert garcia,robert.garcia@gmail.com,N/A,Webcam,Computing,2.0,$923.87,17 May 2023,shipped,Canada
1417,LINDA JOHNSON,linda.johnson@yahoo.com,5471594902,Phone,Mobile,,1122.48,2023-01-16,Delivered,USA
1064,Mary Williams,mary.williams@yahoo.com,(830) 555-2438,Mouse, Electronics,2.0,$1277.79,2024/01/06,Shipped,UK
1339,Jennifer Jones,jennifer.jones@yahoo.com,8236878836,Charger,Computing ,2.0,$233.29,,shipped,France
1418,Barbara  Miller,barbara.miller@outlook.com,,Keyboard,AUDIO,3.0,£1071.14,07-18-2024,SHIPPED,Germany
1414,William Jones,william.jones@gmail.com,(152) 715-9856,Laptop,ACCESSORIES,3.0,1056.39,06-11-2023,DELIVERED,Canada
1231,mary smith,mary.smith@yahoo.com,5827331750,Headphones,electronics,2.0,1232.01,2024/04/12,SHIPPED,USA
1298,WILLIAM WILLIAMS,william.williams@outlook.com,1859669199,Headphones, Computing,1.0,808.62,22 Jul 2024,Delivered,France
1187,Jennifer  Johnson,jennifer.johnson@gmail.com,,Monitor,Computing ,,148.9,2023-02-14,Shipped,UK
1361,william jones,william.jones@yahoo.com,401-432-1938,Mouse,ACCESSORIES,2.0,1457.55,01-27-2024,RETURNED,UK
1200,JOHN SMITH,john.smith@outlook.com,3367104804,Laptop,Computing,1.0,755.98,10-27-2024,shipped,France
1366,LINDA GARCIA,linda.garcia@outlook.com,9071023435,Mouse,Accessories ,3.0,1222.9,14 Aug 2024,Pending,USA
1122,john garcia,,700-821-3320,Webcam,Computing,3.0,£881.09,11-06-2023,Shipped,France
1499,James  Garcia,james.garcia@outlook.com,3698873631,Webcam,MOBILE,2.0,$1172.55,26/05/2024,pending,Canada
1461,William  Moore,invalid-email,N/A,Webcam,ELECTRONICS,3.0,$604.11,21/09/2023,Cancelled,
1308,Patricia Brown,patricia.brown@yahoo.com,,Mouse,,14.0,£452.95,16/06/2023,Cancelled,France
1492,William  Williams,william.williams@outlook.com,960-796-4634,Keyboard, Computing,8.0,1290.59,06-29-2024,Returned,Canada
1159,Jennifer  Davis,jennifer.davis@yahoo.com,,Speaker,COMPUTING,1.0,$12.22,15 Aug 2023,pending,UK
1086,Jennifer  Wilson,jennifer.wilson@yahoo.com,8395806246,Mouse,Computing ,5.0,$1296.81,01-17-2023,RETURNED,Canada
1226,Patricia Smith,patricia.smith@outlook.com,,Phone,Electronics,3.0,$986.31,2023-04-24,pending,France
1263,Michael Moore,michael.moore@outlook.com,5732514938,Monitor,Audio ,1.0,,10-01-2023,shipped,Canada
1332,john williams,john.williams@yahoo.com,2125614482,Keyboard,electronics,2.0,,,DELIVERED,UK
1428,James Miller,james.miller@outlook.com,,Tablet,AUDIO,3.0,$1046.91,28/10/2023,pending,Canada
1077,,robert.williams@outlook.com,4026814164,Speaker,Audio ,2.0,134.67,2023-07-09,cancelled,UK
1415,BARBARA DAVIS,invalid-email,(531) 367-4285,Laptop,accessories,1.0,357.25,2024/07/31,delivered,USA
1143,JAMES JONES,james.jones@outlook.com,856-218-2556,Laptop,accessories,2.0,£1342.32,04-06-2023,Pending,USA
1088,Jennifer  Smith,jennifer.smith@outlook.com,106-644-7739,Laptop,MOBILE,1.0,755.81,03/07/2023,DELIVERED,UK
1066,james johnson,james.johnson@yahoo.com,(430) 826-4694,Webcam,Computing,1.0,£954.41,05-09-2023,RETURNED,USA
1183,Mary Williams,mary.williams@yahoo.com,1736568702,Keyboard,Computing ,1.0,$1462.02,30 Jan 2024,SHIPPED,USA
1106,john jones,john.jones@yahoo.com,(469) 356-2350,Headphones,Electronics ,1.0,,08/04/2023,shipped,USA
1426,William  Wilson,william.wilson@yahoo.com,9566895801,Mouse,ACCESSORIES,3.0,475.65,04 Sep 2023,cancelled,USA
1050,Barbara  Miller,barbara.miller@yahoo.com,,Charger,Computing,1.0,368.76,20/06/2024,cancelled,Germany
1406,BARBARA WILSON,barbara.wilson@gmail.com,679-998-5806,Tablet,Accessories ,3.0,1212.18,25/02/2023,delivered,USA
1006,William Wilson,william.wilson@outlook.com,(119) 214-6947,Keyboard,electronics,1.0,1099.2,2024-06-29,SHIPPED,France
1018,Patricia Williams,patricia.williams@gmail.com,N/A,Tablet,mobile,3.0,,02/11/2024,delivered,UK
1235,Linda Smith,,N/A,Webcam,Electronics,3.0,£891.1,2024-03-05,Pending,USA
1430,Robert  Garcia,robert.garcia@yahoo.com,N/A,Webcam, Computing,1.0,$524.28,05-02-2023,pending,France
1373,John  Smith,john.smith@yahoo.com,9721385753,Headphones,Audio,1.0,$1327.18,2023/06/14,RETURNED,Canada
1424,Mary  Johnson,mary.johnson@gmail.com,,Mouse,Audio,2.0,£218.9,09-13-2024,pending,Germany
1107,,michael.williams@gmail.com,191-848-2678,Mouse,COMPUTING,3.0,$1161.32,2024-10-18,DELIVERED,Canada
1135,john wilson,john.wilson@gmail.com,(921) 929-7620,Headphones,Electronics ,2.0,1360.83,02/02/2024,RETURNED,Canada
1431,Robert Williams,robert.williams@gmail.com,620-872-3766,Speaker, Electronics,1.0,735.11,2024-01-14,PENDING,France
1227,jennifer jones,jennifer.jones@gmail.com,(163) 491-7366,Laptop,COMPUTING,3.0,$108.75,16 Sep 2024,SHIPPED,France
1215,Jennifer  Davis,N/A,4595908556,Monitor, Computing,8.0,158.88,2023/11/30,delivered,Canada
1191,robert wilson,invalid-email,(259) 241-5341,Speaker,accessories,2.0,142.4,2024-08-05,DELIVERED,Germany
1472,Jennifer  Miller,jennifer.miller@outlook.com,N/A,Tablet,Electronics,1.0,$467.42,06-03-2023,RETURNED,USA
1321,Patricia Miller,patricia.miller@gmail.com,N/A,Charger,Audio,6.0,987.25,24 May 2023,Pending,UK
1283,MICHAEL MOORE,michael.mooreoutlook.com,,Mouse,Audio ,1.0,$435.58,04-25-2024,Cancelled,Canada
1030,Linda Johnson,linda.johnson@yahoo.com,718-356-1423,Keyboard, Mobile,2.0,$866.49,2024/04/26,cancelled,UK
1170,ROBERT MILLER,robert.miller@outlook.com,700-305-9482,Phone, Electronics,,£1372.94,12-22-2023,SHIPPED,UK
1181,JAMES WILSON,james.wilson@gmail.com,6745477467,Headphones,Audio ,2.0,$123.42,2024/06/13,pending,Canada
1101,robert williams,robert.williams@yahoo.com,734-154-6882,Charger,accessories,,760.63,23 Feb 2024,CANCELLED,France
1198,robert brown,robert.brown@yahoo.com,N/A,Webcam,mobile,1.0,861.48,2023/11/16,pending,Canada
1210,jennifer johnson,jennifer.johnson@yahoo.com,4474849753,Speaker,Mobile ,9.0,£179.68,19/11/2023,pending,USA
1136,JENNIFER WILSON,jennifer.wilson@gmail.com,(997) 671-3967,Phone,audio,12.0,$1145.56,11-27-2024,Delivered,Germany
1068,jennifer miller,jennifer.miller@yahoo.com,N/A,Phone,Computing ,1.0,£149.73,2024/01/29,Cancelled,UK
1459,LINDA GARCIA,linda.garcia@gmail.com,534-644-7282,Headphones,ELECTRONICS,1.0,774.77,21/03/2024,cancelled,USA
1199,William  Williams,william.williams@gmail.com,678-261-6201,Webcam,Mobile,2.0,$1260.09,01-31-2023,cancelled,Germany
1374,Michael  Smith,michael.smith@gmail.com,7257212228,Speaker,Audio,1.0,£1150.64,14/07/2024,Cancelled,France
1167,James Moore,,N/A,Mouse,electronics,17.0,384.18,08-01-2024,returned,France
1452,John  Smith,john.smith@gmail.com,(315) 819-8108,Monitor,,20.0,£1245.64,2023/04/03,shipped,UK
1137,Mary Davis,mary.davis@outlook.com,7351728736,Webcam,Electronics ,2.0,$622.6,2023-05-21,pending,Canada
1286,Mary Moore,N/A,2717452934,Mouse,ACCESSORIES,18.0,750.09,06-07-2023,Pending,USA
1336,mary davis,mary.davis@gmail.com,871-775-2465,Tablet,electronics,3.0,$1150.63,21 Sep 2023,DELIVERED,UK
1397,William Garcia,william.garcia@yahoo.com,N/A,Keyboard,computing,1.0,,,DELIVERED,USA
1132,john brown,john.brown@gmail.com,5671516904,Monitor,Computing ,3.0,954.94,28/11/2024,shipped,France
1040,JAMES MOORE,james.moore@outlook.com,(164) 750-8606,Tablet,electronics,1.0,460.03,29/04/2023,SHIPPED,UK
1216,Patricia  Moore,patricia.moore@yahoo.com,4506574869,Phone,Mobile ,7.0,£896.13,22/07/2024,Cancelled,Germany
1044,Michael Miller,michael.miller@yahoo.com,(554) 175-2323,Speaker,Accessories,2.0,£938.35,2024/01/26,returned,France
1055,Mary Wilson,mary.wilson@outlook.com,,Tablet,accessories,9.0,$1214.52,24/03/2024,cancelled,UK
1032,John  Jones,john.jones@outlook.com,1297454920,Monitor,Mobile,1.0,340.93,17/04/2024,shipped,Germany
1300,linda jones,linda.jones@outlook.com,,Mouse,electronics,4.0,717.41,2024-11-19,,France
1488,Mary  Johnson,mary.johnson@yahoo.com,9766498215,Speaker,ELECTRONICS,3.0,£1349.83,05-12-2023,returned,Canada
1305,Linda  Johnson,linda.johnson@outlook.com,(162) 134-7183,Phone,Accessories,1.0,455.7,09/03/2023,DELIVERED,USA
1036,John  Brown,john.brown@outlook.com,284-274-3868,Speaker, Audio,3.0,$1369.68,26 Aug 2023,pending,Germany
1316,John Jones,john.jones@yahoo.com,9544636567,Tablet,Audio ,2.0,882.5,2023-05-23,PENDING,Canada
1400,patricia wilson,patricia.wilson@gmail.com,N/A,Charger, Computing,3.0,384.04,01-14-2023,PENDING,Germany
1310,patricia smith,patricia.smith@yahoo.com,N/A,Phone,computing,3.0,£364.02,2024-11-07,RETURNED,France
1277,JOHN JOHNSON,john.johnson@yahoo.com,,Headphones,Computing,15.0,303.81,02 Feb 2024,PENDING,
1125,James Jones,james.jones@yahoo.com,2071756600,Tablet,Accessories,2.0,893.08,01 Feb 2023,SHIPPED,France
1143,JAMES JONES,james.jones@outlook.com,856-218-2556,Laptop,accessories,2.0,£1342.32,04-06-2023,Pending,USA
1111,patricia smith,patricia.smith@gmail.com,(218) 564-1901,Headphones,Electronics,1.0,£249.93,2024/06/19,,Germany
1324,Linda Brown,linda.brown@outlook.com,765-738-7045,Phone,Accessories ,13.0,751.87,2024/07/03,shipped,USA
1333,Mary Smith,mary.smith@yahoo.com,107-781-1685,Keyboard,Mobile,16.0,£782.51,12 May 2024,PENDING,France
1394,linda johnson,linda.johnson@yahoo.com,N/A,Phone, Mobile,11.0,719.5,10-15-2023,Cancelled,USA
1468,linda davis,linda.davis@outlook.com,N/A,Webcam, Electronics,1.0,371.07,08/01/2023,CANCELLED,France
1108,Linda Brown,linda.brown@gmail.com,(226) 703-7291,Tablet,computing,,$968.71,2024/07/20,RETURNED,Canada
1475,Linda  Brown,linda.brown@gmail.com,N/A,Headphones, Computing,19.0,£429.21,2023/09/28,shipped,
1013,Robert Smith,robert.smith@outlook.com,(383) 145-1058,Headphones,computing,18.0,1059.97,25/04/2023,SHIPPED,USA
1273,william miller,william.miller@yahoo.com,(145) 230-9179,Mouse,AUDIO,12.0,£1245.24,06-13-2024,Cancelled,Germany
1048,Barbara Moore,barbara.moore@gmail.com,872-732-1815,Monitor,Audio ,19.0,£665.86,2023/08/09,delivered,France
1204,,william.miller@gmail.com,6799923459,Headphones,Accessories,,467.73,2023-10-23,Delivered,UK
1456,LINDA WILLIAMS,linda.williams@gmail.com,N/A,Tablet,audio,3.0,$197.11,02-14-2024,,France
1120,LINDA GARCIA,linda.garcia@yahoo.com,126-426-4588,Monitor,Electronics ,2.0,,13/06/2023,SHIPPED,UK
1022,Mary Davis,mary.davis@outlook.com,458-329-2124,Laptop,accessories,4.0,$232.81,29/04/2024,Returned,France
1403,Robert  Smith,robert.smith@gmail.com,945-707-3022,Charger,Computing,2.0,992.08,02-21-2023,shipped,Germany
1435,jennifer miller,jennifer.miller@yahoo.com,9846007750,Laptop,COMPUTING,1.0,1335.27,2023/03/04,pending,Germany
1084,Michael  Williams,michael.williams@gmail.com,N/A,Laptop,Mobile ,17.0,797.34,09-06-2023,shipped,USA
1131,linda johnson,linda.johnson@gmail.com,(861) 553-6257,Tablet,Mobile,3.0,321.03,2024/05/11,Pending,Canada
1476,William  Davis,william.davis@gmail.com,878-542-5991,Charger, Computing,1.0,$1169.29,08-07-2023,returned,Germany
1384,,jennifer.wilson@yahoo.com,,Phone,Mobile ,12.0,£242.78,28/07/2023,Delivered,France
1330,Jennifer  Smith,jennifer.smith@yahoo.com,(348) 589-1565,Laptop,ACCESSORIES,1.0,$385.16,13/01/2023,DELIVERED,France
1230,Patricia Williams,,,Monitor, Audio,1.0,60.38,12/12/2023,Cancelled,UK
1147,LINDA GARCIA,linda.garcia@gmail.com,,Speaker,Mobile ,3.0,$175.46,01-03-2023,PENDING,Germany
1287,William Williams,william.williams@yahoo.com,8725246908,Headphones,Mobile ,1.0,1203.64,24 Feb 2024,RETURNED,Germany
1124,Jennifer Davis,jennifer.davis@yahoo.com,(809) 169-6742,Phone,Electronics,3.0,$1100.21,28 Feb 2024,cancelled,Canada
1034,,michael.brown@gmail.com,N/A,Headphones,Audio,8.0,£1448.2,13 Apr 2023,DELIVERED,France
1486,Michael Davis,michael.davis@yahoo.com,4311463305,Headphones,Mobile,8.0,237.86,09/02/2023,Returned,Germany
1005,Michael  Moore,michael.moore@outlook.com,666-981-1188,Webcam,COMPUTING,2.0,654.97,01-04-2023,Returned,Canada
1412,MARY DAVIS,mary.davis@outlook.com,130-278-6261,Charger,audio,1.0,382.48,,Shipped,UK
